date,region,cases,country,cases_national
2020-01-01,Auvergne-Rhône-Alpes,0,France,0
2020-01-01,Bourgogne-Franche-Comté,0,France,0
2020-01-01,Bretagne,0,France,0
2020-01-01,Centre-Val de Loire,0,France,0
2020-01-01,Corse,0,France,0
2020-01-01,Grand Est,0,France,0
2020-01-01,Guadeloupe,0,France,0
2020-01-01,Guyane,0,France,0
2020-01-01,Hauts-de-France,0,France,0
2020-01-01,Île-de-France,0,France,0
2020-01-01,La Réunion,0,France,0
2020-01-01,Martinique,0,France,0
2020-01-01,Mayotte,0,France,0
2020-01-01,Normandie,0,France,0
2020-01-01,Nouvelle-Aquitaine,0,France,0
2020-01-01,Occitanie,0,France,0
2020-01-01,Pays de la Loire,0,France,0
2020-01-01,Provence-Alpes-Côte d'Azur,0,France,0
2020-01-01,Baden-Wuerttemberg,0,Germany,0
2020-01-01,Bavaria,0,Germany,0
2020-01-01,Berlin,0,Germany,0
2020-01-01,Brandenburg,0,Germany,0
2020-01-01,Bremen,0,Germany,0
2020-01-01,Hamburg,0,Germany,0
2020-01-01,Hesse,0,Germany,0
2020-01-01,Lower Saxony,0,Germany,0
2020-01-01,Mecklenburg-Vorpommern,0,Germany,0
2020-01-01,North Rhine-Westphalia,0,Germany,0
2020-01-01,Rheinland-Pfalz,0,Germany,0
2020-01-01,Saarland,0,Germany,0
2020-01-01,Saxony,0,Germany,0
2020-01-01,Saxony-Anhalt,0,Germany,0
2020-01-01,Schleswig-Holstein,0,Germany,0
2020-01-01,Thuringia,0,Germany,0
2020-01-01,Abruzzo,0,Italy,0
2020-01-01,Basilicata,0,Italy,0
2020-01-01,Calabria,0,Italy,0
2020-01-01,Campania,0,Italy,0
2020-01-01,Emilia-Romagna,0,Italy,0
2020-01-01,Friuli Venezia Giulia,0,Italy,0
2020-01-01,Lazio,0,Italy,0
2020-01-01,Liguria,0,Italy,0
2020-01-01,Lombardia,0,Italy,0
2020-01-01,Marche,0,Italy,0
2020-01-01,Molise,0,Italy,0
2020-01-01,Piemonte,0,Italy,0
2020-01-01,Puglia,0,Italy,0
2020-01-01,Sardegna,0,Italy,0
2020-01-01,Sicilia,0,Italy,0
2020-01-01,Toscana,0,Italy,0
2020-01-01,Trentino-Alto Adige,0,Italy,0
2020-01-01,Umbria,0,Italy,0
2020-01-01,Valle d'Aosta,0,Italy,0
2020-01-01,Veneto,0,Italy,0
2020-01-01,Aargau,0,Switzerland,0
2020-01-01,Appenzell Ausserrhoden,0,Switzerland,0
2020-01-01,Appenzell Innerrhoden,0,Switzerland,0
2020-01-01,Basel-City,0,Switzerland,0
2020-01-01,Basel-Landschaft,0,Switzerland,0
2020-01-01,Bern,0,Switzerland,0
2020-01-01,Fribourg,0,Switzerland,0
2020-01-01,Geneva,0,Switzerland,0
2020-01-01,Glarus,0,Switzerland,0
2020-01-01,Grisons,0,Switzerland,0
2020-01-01,Jura,0,Switzerland,0
2020-01-01,Lucerne,0,Switzerland,0
2020-01-01,Neuchatel,0,Switzerland,0
2020-01-01,Nidwalden,0,Switzerland,0
2020-01-01,Obwalden,0,Switzerland,0
2020-01-01,Saint Gallen,0,Switzerland,0
2020-01-01,Schaffhausen,0,Switzerland,0
2020-01-01,Schwyz,0,Switzerland,0
2020-01-01,Solothurn,0,Switzerland,0
2020-01-01,Thurgau,0,Switzerland,0
2020-01-01,Ticino,0,Switzerland,0
2020-01-01,Uri,0,Switzerland,0
2020-01-01,Valais,0,Switzerland,0
2020-01-01,Vaud,0,Switzerland,0
2020-01-01,Zug,0,Switzerland,0
2020-01-01,Zurich,0,Switzerland,0
2020-01-02,Auvergne-Rhône-Alpes,0,France,0
2020-01-02,Bourgogne-Franche-Comté,0,France,0
2020-01-02,Bretagne,0,France,0
2020-01-02,Centre-Val de Loire,0,France,0
2020-01-02,Corse,0,France,0
2020-01-02,Grand Est,0,France,0
2020-01-02,Guadeloupe,0,France,0
2020-01-02,Guyane,0,France,0
2020-01-02,Hauts-de-France,0,France,0
2020-01-02,Île-de-France,0,France,0
2020-01-02,La Réunion,0,France,0
2020-01-02,Martinique,0,France,0
2020-01-02,Mayotte,0,France,0
2020-01-02,Normandie,0,France,0
2020-01-02,Nouvelle-Aquitaine,0,France,0
2020-01-02,Occitanie,0,France,0
2020-01-02,Pays de la Loire,0,France,0
2020-01-02,Provence-Alpes-Côte d'Azur,0,France,0
2020-01-02,Baden-Wuerttemberg,0,Germany,0
2020-01-02,Bavaria,0,Germany,0
2020-01-02,Berlin,0,Germany,0
2020-01-02,Brandenburg,0,Germany,0
2020-01-02,Bremen,0,Germany,0
2020-01-02,Hamburg,0,Germany,0
2020-01-02,Hesse,0,Germany,0
2020-01-02,Lower Saxony,0,Germany,0
2020-01-02,Mecklenburg-Vorpommern,0,Germany,0
2020-01-02,North Rhine-Westphalia,0,Germany,0
2020-01-02,Rheinland-Pfalz,0,Germany,0
2020-01-02,Saarland,0,Germany,0
2020-01-02,Saxony,0,Germany,0
2020-01-02,Saxony-Anhalt,0,Germany,0
2020-01-02,Schleswig-Holstein,0,Germany,0
2020-01-02,Thuringia,0,Germany,0
2020-01-02,Abruzzo,0,Italy,0
2020-01-02,Basilicata,0,Italy,0
2020-01-02,Calabria,0,Italy,0
2020-01-02,Campania,0,Italy,0
2020-01-02,Emilia-Romagna,0,Italy,0
2020-01-02,Friuli Venezia Giulia,0,Italy,0
2020-01-02,Lazio,0,Italy,0
2020-01-02,Liguria,0,Italy,0
2020-01-02,Lombardia,0,Italy,0
2020-01-02,Marche,0,Italy,0
2020-01-02,Molise,0,Italy,0
2020-01-02,Piemonte,0,Italy,0
2020-01-02,Puglia,0,Italy,0
2020-01-02,Sardegna,0,Italy,0
2020-01-02,Sicilia,0,Italy,0
2020-01-02,Toscana,0,Italy,0
2020-01-02,Trentino-Alto Adige,0,Italy,0
2020-01-02,Umbria,0,Italy,0
2020-01-02,Valle d'Aosta,0,Italy,0
2020-01-02,Veneto,0,Italy,0
2020-01-02,Aargau,0,Switzerland,0
2020-01-02,Appenzell Ausserrhoden,0,Switzerland,0
2020-01-02,Appenzell Innerrhoden,0,Switzerland,0
2020-01-02,Basel-City,0,Switzerland,0
2020-01-02,Basel-Landschaft,0,Switzerland,0
2020-01-02,Bern,0,Switzerland,0
2020-01-02,Fribourg,0,Switzerland,0
2020-01-02,Geneva,0,Switzerland,0
2020-01-02,Glarus,0,Switzerland,0
2020-01-02,Grisons,0,Switzerland,0
2020-01-02,Jura,0,Switzerland,0
2020-01-02,Lucerne,0,Switzerland,0
2020-01-02,Neuchatel,0,Switzerland,0
2020-01-02,Nidwalden,0,Switzerland,0
2020-01-02,Obwalden,0,Switzerland,0
2020-01-02,Saint Gallen,0,Switzerland,0
2020-01-02,Schaffhausen,0,Switzerland,0
2020-01-02,Schwyz,0,Switzerland,0
2020-01-02,Solothurn,0,Switzerland,0
2020-01-02,Thurgau,0,Switzerland,0
2020-01-02,Ticino,0,Switzerland,0
2020-01-02,Uri,0,Switzerland,0
2020-01-02,Valais,0,Switzerland,0
2020-01-02,Vaud,0,Switzerland,0
2020-01-02,Zug,0,Switzerland,0
2020-01-02,Zurich,0,Switzerland,0
2020-01-03,Auvergne-Rhône-Alpes,0,France,0
2020-01-03,Bourgogne-Franche-Comté,0,France,0
2020-01-03,Bretagne,0,France,0
2020-01-03,Centre-Val de Loire,0,France,0
2020-01-03,Corse,0,France,0
2020-01-03,Grand Est,0,France,0
2020-01-03,Guadeloupe,0,France,0
2020-01-03,Guyane,0,France,0
2020-01-03,Hauts-de-France,0,France,0
2020-01-03,Île-de-France,0,France,0
2020-01-03,La Réunion,0,France,0
2020-01-03,Martinique,0,France,0
2020-01-03,Mayotte,0,France,0
2020-01-03,Normandie,0,France,0
2020-01-03,Nouvelle-Aquitaine,0,France,0
2020-01-03,Occitanie,0,France,0
2020-01-03,Pays de la Loire,0,France,0
2020-01-03,Provence-Alpes-Côte d'Azur,0,France,0
2020-01-03,Baden-Wuerttemberg,0,Germany,0
2020-01-03,Bavaria,0,Germany,0
2020-01-03,Berlin,0,Germany,0
2020-01-03,Brandenburg,0,Germany,0
2020-01-03,Bremen,0,Germany,0
2020-01-03,Hamburg,0,Germany,0
2020-01-03,Hesse,0,Germany,0
2020-01-03,Lower Saxony,0,Germany,0
2020-01-03,Mecklenburg-Vorpommern,0,Germany,0
2020-01-03,North Rhine-Westphalia,0,Germany,0
2020-01-03,Rheinland-Pfalz,0,Germany,0
2020-01-03,Saarland,0,Germany,0
2020-01-03,Saxony,0,Germany,0
2020-01-03,Saxony-Anhalt,0,Germany,0
2020-01-03,Schleswig-Holstein,0,Germany,0
2020-01-03,Thuringia,0,Germany,0
2020-01-03,Abruzzo,0,Italy,0
2020-01-03,Basilicata,0,Italy,0
2020-01-03,Calabria,0,Italy,0
2020-01-03,Campania,0,Italy,0
2020-01-03,Emilia-Romagna,0,Italy,0
2020-01-03,Friuli Venezia Giulia,0,Italy,0
2020-01-03,Lazio,0,Italy,0
2020-01-03,Liguria,0,Italy,0
2020-01-03,Lombardia,0,Italy,0
2020-01-03,Marche,0,Italy,0
2020-01-03,Molise,0,Italy,0
2020-01-03,Piemonte,0,Italy,0
2020-01-03,Puglia,0,Italy,0
2020-01-03,Sardegna,0,Italy,0
2020-01-03,Sicilia,0,Italy,0
2020-01-03,Toscana,0,Italy,0
2020-01-03,Trentino-Alto Adige,0,Italy,0
2020-01-03,Umbria,0,Italy,0
2020-01-03,Valle d'Aosta,0,Italy,0
2020-01-03,Veneto,0,Italy,0
2020-01-03,Aargau,0,Switzerland,0
2020-01-03,Appenzell Ausserrhoden,0,Switzerland,0
2020-01-03,Appenzell Innerrhoden,0,Switzerland,0
2020-01-03,Basel-City,0,Switzerland,0
2020-01-03,Basel-Landschaft,0,Switzerland,0
2020-01-03,Bern,0,Switzerland,0
2020-01-03,Fribourg,0,Switzerland,0
2020-01-03,Geneva,0,Switzerland,0
2020-01-03,Glarus,0,Switzerland,0
2020-01-03,Grisons,0,Switzerland,0
2020-01-03,Jura,0,Switzerland,0
2020-01-03,Lucerne,0,Switzerland,0
2020-01-03,Neuchatel,0,Switzerland,0
2020-01-03,Nidwalden,0,Switzerland,0
2020-01-03,Obwalden,0,Switzerland,0
2020-01-03,Saint Gallen,0,Switzerland,0
2020-01-03,Schaffhausen,0,Switzerland,0
2020-01-03,Schwyz,0,Switzerland,0
2020-01-03,Solothurn,0,Switzerland,0
2020-01-03,Thurgau,0,Switzerland,0
2020-01-03,Ticino,0,Switzerland,0
2020-01-03,Uri,0,Switzerland,0
2020-01-03,Valais,0,Switzerland,0
2020-01-03,Vaud,0,Switzerland,0
2020-01-03,Zug,0,Switzerland,0
2020-01-03,Zurich,0,Switzerland,0
2020-01-04,Auvergne-Rhône-Alpes,0,France,0
2020-01-04,Bourgogne-Franche-Comté,0,France,0
2020-01-04,Bretagne,0,France,0
2020-01-04,Centre-Val de Loire,0,France,0
2020-01-04,Corse,0,France,0
2020-01-04,Grand Est,0,France,0
2020-01-04,Guadeloupe,0,France,0
2020-01-04,Guyane,0,France,0
2020-01-04,Hauts-de-France,0,France,0
2020-01-04,Île-de-France,0,France,0
2020-01-04,La Réunion,0,France,0
2020-01-04,Martinique,0,France,0
2020-01-04,Mayotte,0,France,0
2020-01-04,Normandie,0,France,0
2020-01-04,Nouvelle-Aquitaine,0,France,0
2020-01-04,Occitanie,0,France,0
2020-01-04,Pays de la Loire,0,France,0
2020-01-04,Provence-Alpes-Côte d'Azur,0,France,0
2020-01-04,Baden-Wuerttemberg,0,Germany,0
2020-01-04,Bavaria,0,Germany,0
2020-01-04,Berlin,0,Germany,0
2020-01-04,Brandenburg,0,Germany,0
2020-01-04,Bremen,0,Germany,0
2020-01-04,Hamburg,0,Germany,0
2020-01-04,Hesse,0,Germany,0
2020-01-04,Lower Saxony,0,Germany,0
2020-01-04,Mecklenburg-Vorpommern,0,Germany,0
2020-01-04,North Rhine-Westphalia,0,Germany,0
2020-01-04,Rheinland-Pfalz,0,Germany,0
2020-01-04,Saarland,0,Germany,0
2020-01-04,Saxony,0,Germany,0
2020-01-04,Saxony-Anhalt,0,Germany,0
2020-01-04,Schleswig-Holstein,0,Germany,0
2020-01-04,Thuringia,0,Germany,0
2020-01-04,Abruzzo,0,Italy,0
2020-01-04,Basilicata,0,Italy,0
2020-01-04,Calabria,0,Italy,0
2020-01-04,Campania,0,Italy,0
2020-01-04,Emilia-Romagna,0,Italy,0
2020-01-04,Friuli Venezia Giulia,0,Italy,0
2020-01-04,Lazio,0,Italy,0
2020-01-04,Liguria,0,Italy,0
2020-01-04,Lombardia,0,Italy,0
2020-01-04,Marche,0,Italy,0
2020-01-04,Molise,0,Italy,0
2020-01-04,Piemonte,0,Italy,0
2020-01-04,Puglia,0,Italy,0
2020-01-04,Sardegna,0,Italy,0
2020-01-04,Sicilia,0,Italy,0
2020-01-04,Toscana,0,Italy,0
2020-01-04,Trentino-Alto Adige,0,Italy,0
2020-01-04,Umbria,0,Italy,0
2020-01-04,Valle d'Aosta,0,Italy,0
2020-01-04,Veneto,0,Italy,0
2020-01-04,Aargau,0,Switzerland,0
2020-01-04,Appenzell Ausserrhoden,0,Switzerland,0
2020-01-04,Appenzell Innerrhoden,0,Switzerland,0
2020-01-04,Basel-City,0,Switzerland,0
2020-01-04,Basel-Landschaft,0,Switzerland,0
2020-01-04,Bern,0,Switzerland,0
2020-01-04,Fribourg,0,Switzerland,0
2020-01-04,Geneva,0,Switzerland,0
2020-01-04,Glarus,0,Switzerland,0
2020-01-04,Grisons,0,Switzerland,0
2020-01-04,Jura,0,Switzerland,0
2020-01-04,Lucerne,0,Switzerland,0
2020-01-04,Neuchatel,0,Switzerland,0
2020-01-04,Nidwalden,0,Switzerland,0
2020-01-04,Obwalden,0,Switzerland,0
2020-01-04,Saint Gallen,0,Switzerland,0
2020-01-04,Schaffhausen,0,Switzerland,0
2020-01-04,Schwyz,0,Switzerland,0
2020-01-04,Solothurn,0,Switzerland,0
2020-01-04,Thurgau,0,Switzerland,0
2020-01-04,Ticino,0,Switzerland,0
2020-01-04,Uri,0,Switzerland,0
2020-01-04,Valais,0,Switzerland,0
2020-01-04,Vaud,0,Switzerland,0
2020-01-04,Zug,0,Switzerland,0
2020-01-04,Zurich,0,Switzerland,0
2020-01-05,Auvergne-Rhône-Alpes,0,France,0
2020-01-05,Bourgogne-Franche-Comté,0,France,0
2020-01-05,Bretagne,0,France,0
2020-01-05,Centre-Val de Loire,0,France,0
2020-01-05,Corse,0,France,0
2020-01-05,Grand Est,0,France,0
2020-01-05,Guadeloupe,0,France,0
2020-01-05,Guyane,0,France,0
2020-01-05,Hauts-de-France,0,France,0
2020-01-05,Île-de-France,0,France,0
2020-01-05,La Réunion,0,France,0
2020-01-05,Martinique,0,France,0
2020-01-05,Mayotte,0,France,0
2020-01-05,Normandie,0,France,0
2020-01-05,Nouvelle-Aquitaine,0,France,0
2020-01-05,Occitanie,0,France,0
2020-01-05,Pays de la Loire,0,France,0
2020-01-05,Provence-Alpes-Côte d'Azur,0,France,0
2020-01-05,Baden-Wuerttemberg,0,Germany,0
2020-01-05,Bavaria,0,Germany,0
2020-01-05,Berlin,0,Germany,0
2020-01-05,Brandenburg,0,Germany,0
2020-01-05,Bremen,0,Germany,0
2020-01-05,Hamburg,0,Germany,0
2020-01-05,Hesse,0,Germany,0
2020-01-05,Lower Saxony,0,Germany,0
2020-01-05,Mecklenburg-Vorpommern,0,Germany,0
2020-01-05,North Rhine-Westphalia,0,Germany,0
2020-01-05,Rheinland-Pfalz,0,Germany,0
2020-01-05,Saarland,0,Germany,0
2020-01-05,Saxony,0,Germany,0
2020-01-05,Saxony-Anhalt,0,Germany,0
2020-01-05,Schleswig-Holstein,0,Germany,0
2020-01-05,Thuringia,0,Germany,0
2020-01-05,Abruzzo,0,Italy,0
2020-01-05,Basilicata,0,Italy,0
2020-01-05,Calabria,0,Italy,0
2020-01-05,Campania,0,Italy,0
2020-01-05,Emilia-Romagna,0,Italy,0
2020-01-05,Friuli Venezia Giulia,0,Italy,0
2020-01-05,Lazio,0,Italy,0
2020-01-05,Liguria,0,Italy,0
2020-01-05,Lombardia,0,Italy,0
2020-01-05,Marche,0,Italy,0
2020-01-05,Molise,0,Italy,0
2020-01-05,Piemonte,0,Italy,0
2020-01-05,Puglia,0,Italy,0
2020-01-05,Sardegna,0,Italy,0
2020-01-05,Sicilia,0,Italy,0
2020-01-05,Toscana,0,Italy,0
2020-01-05,Trentino-Alto Adige,0,Italy,0
2020-01-05,Umbria,0,Italy,0
2020-01-05,Valle d'Aosta,0,Italy,0
2020-01-05,Veneto,0,Italy,0
2020-01-05,Aargau,0,Switzerland,0
2020-01-05,Appenzell Ausserrhoden,0,Switzerland,0
2020-01-05,Appenzell Innerrhoden,0,Switzerland,0
2020-01-05,Basel-City,0,Switzerland,0
2020-01-05,Basel-Landschaft,0,Switzerland,0
2020-01-05,Bern,0,Switzerland,0
2020-01-05,Fribourg,0,Switzerland,0
2020-01-05,Geneva,0,Switzerland,0
2020-01-05,Glarus,0,Switzerland,0
2020-01-05,Grisons,0,Switzerland,0
2020-01-05,Jura,0,Switzerland,0
2020-01-05,Lucerne,0,Switzerland,0
2020-01-05,Neuchatel,0,Switzerland,0
2020-01-05,Nidwalden,0,Switzerland,0
2020-01-05,Obwalden,0,Switzerland,0
2020-01-05,Saint Gallen,0,Switzerland,0
2020-01-05,Schaffhausen,0,Switzerland,0
2020-01-05,Schwyz,0,Switzerland,0
2020-01-05,Solothurn,0,Switzerland,0
2020-01-05,Thurgau,0,Switzerland,0
2020-01-05,Ticino,0,Switzerland,0
2020-01-05,Uri,0,Switzerland,0
2020-01-05,Valais,0,Switzerland,0
2020-01-05,Vaud,0,Switzerland,0
2020-01-05,Zug,0,Switzerland,0
2020-01-05,Zurich,0,Switzerland,0
2020-01-06,Auvergne-Rhône-Alpes,0,France,0
2020-01-06,Bourgogne-Franche-Comté,0,France,0
2020-01-06,Bretagne,0,France,0
2020-01-06,Centre-Val de Loire,0,France,0
2020-01-06,Corse,0,France,0
2020-01-06,Grand Est,0,France,0
2020-01-06,Guadeloupe,0,France,0
2020-01-06,Guyane,0,France,0
2020-01-06,Hauts-de-France,0,France,0
2020-01-06,Île-de-France,0,France,0
2020-01-06,La Réunion,0,France,0
2020-01-06,Martinique,0,France,0
2020-01-06,Mayotte,0,France,0
2020-01-06,Normandie,0,France,0
2020-01-06,Nouvelle-Aquitaine,0,France,0
2020-01-06,Occitanie,0,France,0
2020-01-06,Pays de la Loire,0,France,0
2020-01-06,Provence-Alpes-Côte d'Azur,0,France,0
2020-01-06,Baden-Wuerttemberg,0,Germany,0
2020-01-06,Bavaria,0,Germany,0
2020-01-06,Berlin,0,Germany,0
2020-01-06,Brandenburg,0,Germany,0
2020-01-06,Bremen,0,Germany,0
2020-01-06,Hamburg,0,Germany,0
2020-01-06,Hesse,0,Germany,0
2020-01-06,Lower Saxony,0,Germany,0
2020-01-06,Mecklenburg-Vorpommern,0,Germany,0
2020-01-06,North Rhine-Westphalia,0,Germany,0
2020-01-06,Rheinland-Pfalz,0,Germany,0
2020-01-06,Saarland,0,Germany,0
2020-01-06,Saxony,0,Germany,0
2020-01-06,Saxony-Anhalt,0,Germany,0
2020-01-06,Schleswig-Holstein,0,Germany,0
2020-01-06,Thuringia,0,Germany,0
2020-01-06,Abruzzo,0,Italy,0
2020-01-06,Basilicata,0,Italy,0
2020-01-06,Calabria,0,Italy,0
2020-01-06,Campania,0,Italy,0
2020-01-06,Emilia-Romagna,0,Italy,0
2020-01-06,Friuli Venezia Giulia,0,Italy,0
2020-01-06,Lazio,0,Italy,0
2020-01-06,Liguria,0,Italy,0
2020-01-06,Lombardia,0,Italy,0
2020-01-06,Marche,0,Italy,0
2020-01-06,Molise,0,Italy,0
2020-01-06,Piemonte,0,Italy,0
2020-01-06,Puglia,0,Italy,0
2020-01-06,Sardegna,0,Italy,0
2020-01-06,Sicilia,0,Italy,0
2020-01-06,Toscana,0,Italy,0
2020-01-06,Trentino-Alto Adige,0,Italy,0
2020-01-06,Umbria,0,Italy,0
2020-01-06,Valle d'Aosta,0,Italy,0
2020-01-06,Veneto,0,Italy,0
2020-01-06,Aargau,0,Switzerland,0
2020-01-06,Appenzell Ausserrhoden,0,Switzerland,0
2020-01-06,Appenzell Innerrhoden,0,Switzerland,0
2020-01-06,Basel-City,0,Switzerland,0
2020-01-06,Basel-Landschaft,0,Switzerland,0
2020-01-06,Bern,0,Switzerland,0
2020-01-06,Fribourg,0,Switzerland,0
2020-01-06,Geneva,0,Switzerland,0
2020-01-06,Glarus,0,Switzerland,0
2020-01-06,Grisons,0,Switzerland,0
2020-01-06,Jura,0,Switzerland,0
2020-01-06,Lucerne,0,Switzerland,0
2020-01-06,Neuchatel,0,Switzerland,0
2020-01-06,Nidwalden,0,Switzerland,0
2020-01-06,Obwalden,0,Switzerland,0
2020-01-06,Saint Gallen,0,Switzerland,0
2020-01-06,Schaffhausen,0,Switzerland,0
2020-01-06,Schwyz,0,Switzerland,0
2020-01-06,Solothurn,0,Switzerland,0
2020-01-06,Thurgau,0,Switzerland,0
2020-01-06,Ticino,0,Switzerland,0
2020-01-06,Uri,0,Switzerland,0
2020-01-06,Valais,0,Switzerland,0
2020-01-06,Vaud,0,Switzerland,0
2020-01-06,Zug,0,Switzerland,0
2020-01-06,Zurich,0,Switzerland,0
2020-01-07,Auvergne-Rhône-Alpes,0,France,0
2020-01-07,Bourgogne-Franche-Comté,0,France,0
2020-01-07,Bretagne,0,France,0
2020-01-07,Centre-Val de Loire,0,France,0
2020-01-07,Corse,0,France,0
2020-01-07,Grand Est,0,France,0
2020-01-07,Guadeloupe,0,France,0
2020-01-07,Guyane,0,France,0
2020-01-07,Hauts-de-France,0,France,0
2020-01-07,Île-de-France,0,France,0
2020-01-07,La Réunion,0,France,0
2020-01-07,Martinique,0,France,0
2020-01-07,Mayotte,0,France,0
2020-01-07,Normandie,0,France,0
2020-01-07,Nouvelle-Aquitaine,0,France,0
2020-01-07,Occitanie,0,France,0
2020-01-07,Pays de la Loire,0,France,0
2020-01-07,Provence-Alpes-Côte d'Azur,0,France,0
2020-01-07,Baden-Wuerttemberg,0,Germany,0
2020-01-07,Bavaria,0,Germany,0
2020-01-07,Berlin,0,Germany,0
2020-01-07,Brandenburg,0,Germany,0
2020-01-07,Bremen,0,Germany,0
2020-01-07,Hamburg,0,Germany,0
2020-01-07,Hesse,0,Germany,0
2020-01-07,Lower Saxony,0,Germany,0
2020-01-07,Mecklenburg-Vorpommern,0,Germany,0
2020-01-07,North Rhine-Westphalia,0,Germany,0
2020-01-07,Rheinland-Pfalz,0,Germany,0
2020-01-07,Saarland,0,Germany,0
2020-01-07,Saxony,0,Germany,0
2020-01-07,Saxony-Anhalt,0,Germany,0
2020-01-07,Schleswig-Holstein,0,Germany,0
2020-01-07,Thuringia,0,Germany,0
2020-01-07,Abruzzo,0,Italy,0
2020-01-07,Basilicata,0,Italy,0
2020-01-07,Calabria,0,Italy,0
2020-01-07,Campania,0,Italy,0
2020-01-07,Emilia-Romagna,0,Italy,0
2020-01-07,Friuli Venezia Giulia,0,Italy,0
2020-01-07,Lazio,0,Italy,0
2020-01-07,Liguria,0,Italy,0
2020-01-07,Lombardia,0,Italy,0
2020-01-07,Marche,0,Italy,0
2020-01-07,Molise,0,Italy,0
2020-01-07,Piemonte,0,Italy,0
2020-01-07,Puglia,0,Italy,0
2020-01-07,Sardegna,0,Italy,0
2020-01-07,Sicilia,0,Italy,0
2020-01-07,Toscana,0,Italy,0
2020-01-07,Trentino-Alto Adige,0,Italy,0
2020-01-07,Umbria,0,Italy,0
2020-01-07,Valle d'Aosta,0,Italy,0
2020-01-07,Veneto,0,Italy,0
2020-01-07,Aargau,0,Switzerland,0
2020-01-07,Appenzell Ausserrhoden,0,Switzerland,0
2020-01-07,Appenzell Innerrhoden,0,Switzerland,0
2020-01-07,Basel-City,0,Switzerland,0
2020-01-07,Basel-Landschaft,0,Switzerland,0
2020-01-07,Bern,0,Switzerland,0
2020-01-07,Fribourg,0,Switzerland,0
2020-01-07,Geneva,0,Switzerland,0
2020-01-07,Glarus,0,Switzerland,0
2020-01-07,Grisons,0,Switzerland,0
2020-01-07,Jura,0,Switzerland,0
2020-01-07,Lucerne,0,Switzerland,0
2020-01-07,Neuchatel,0,Switzerland,0
2020-01-07,Nidwalden,0,Switzerland,0
2020-01-07,Obwalden,0,Switzerland,0
2020-01-07,Saint Gallen,0,Switzerland,0
2020-01-07,Schaffhausen,0,Switzerland,0
2020-01-07,Schwyz,0,Switzerland,0
2020-01-07,Solothurn,0,Switzerland,0
2020-01-07,Thurgau,0,Switzerland,0
2020-01-07,Ticino,0,Switzerland,0
2020-01-07,Uri,0,Switzerland,0
2020-01-07,Valais,0,Switzerland,0
2020-01-07,Vaud,0,Switzerland,0
2020-01-07,Zug,0,Switzerland,0
2020-01-07,Zurich,0,Switzerland,0
2020-01-08,Auvergne-Rhône-Alpes,0,France,0
2020-01-08,Bourgogne-Franche-Comté,0,France,0
2020-01-08,Bretagne,0,France,0
2020-01-08,Centre-Val de Loire,0,France,0
2020-01-08,Corse,0,France,0
2020-01-08,Grand Est,0,France,0
2020-01-08,Guadeloupe,0,France,0
2020-01-08,Guyane,0,France,0
2020-01-08,Hauts-de-France,0,France,0
2020-01-08,Île-de-France,0,France,0
2020-01-08,La Réunion,0,France,0
2020-01-08,Martinique,0,France,0
2020-01-08,Mayotte,0,France,0
2020-01-08,Normandie,0,France,0
2020-01-08,Nouvelle-Aquitaine,0,France,0
2020-01-08,Occitanie,0,France,0
2020-01-08,Pays de la Loire,0,France,0
2020-01-08,Provence-Alpes-Côte d'Azur,0,France,0
2020-01-08,Baden-Wuerttemberg,0,Germany,0
2020-01-08,Bavaria,0,Germany,0
2020-01-08,Berlin,0,Germany,0
2020-01-08,Brandenburg,0,Germany,0
2020-01-08,Bremen,0,Germany,0
2020-01-08,Hamburg,0,Germany,0
2020-01-08,Hesse,0,Germany,0
2020-01-08,Lower Saxony,0,Germany,0
2020-01-08,Mecklenburg-Vorpommern,0,Germany,0
2020-01-08,North Rhine-Westphalia,0,Germany,0
2020-01-08,Rheinland-Pfalz,0,Germany,0
2020-01-08,Saarland,0,Germany,0
2020-01-08,Saxony,0,Germany,0
2020-01-08,Saxony-Anhalt,0,Germany,0
2020-01-08,Schleswig-Holstein,0,Germany,0
2020-01-08,Thuringia,0,Germany,0
2020-01-08,Abruzzo,0,Italy,0
2020-01-08,Basilicata,0,Italy,0
2020-01-08,Calabria,0,Italy,0
2020-01-08,Campania,0,Italy,0
2020-01-08,Emilia-Romagna,0,Italy,0
2020-01-08,Friuli Venezia Giulia,0,Italy,0
2020-01-08,Lazio,0,Italy,0
2020-01-08,Liguria,0,Italy,0
2020-01-08,Lombardia,0,Italy,0
2020-01-08,Marche,0,Italy,0
2020-01-08,Molise,0,Italy,0
2020-01-08,Piemonte,0,Italy,0
2020-01-08,Puglia,0,Italy,0
2020-01-08,Sardegna,0,Italy,0
2020-01-08,Sicilia,0,Italy,0
2020-01-08,Toscana,0,Italy,0
2020-01-08,Trentino-Alto Adige,0,Italy,0
2020-01-08,Umbria,0,Italy,0
2020-01-08,Valle d'Aosta,0,Italy,0
2020-01-08,Veneto,0,Italy,0
2020-01-08,Aargau,0,Switzerland,0
2020-01-08,Appenzell Ausserrhoden,0,Switzerland,0
2020-01-08,Appenzell Innerrhoden,0,Switzerland,0
2020-01-08,Basel-City,0,Switzerland,0
2020-01-08,Basel-Landschaft,0,Switzerland,0
2020-01-08,Bern,0,Switzerland,0
2020-01-08,Fribourg,0,Switzerland,0
2020-01-08,Geneva,0,Switzerland,0
